id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned,genre,plot
2526,187,131,218,29,5000,51396781,188887,5103,1,662,9,40,9,2001,35,0,0.001275702,3,-1.5131938,-2.335419
2527,185,120,19,829,8000,23947,357579,12755,0,1100,9,40,9,2004,902,15000,0.001350743,3,-0.76262885,-0.60009706
2528,318,101,0,598,2000,47000000,157857,4400,0,1191,9,40,9,1978,742,12000,0.002551403,3,1.6160315,0.59690756
2529,422,164,0,773,5000,255108370,354228,9152,0,802,9,28,7,2014,972,65000,0.001050578,3,1.2439334,0.6487793
2530,213,103,608,576,2000,125603360,667983,3698,1,877,9,40,6,1998,617,18000,0.001125619,4,-0.41364542,1.6429923
2531,366,150,0,464,894,402076689,323207,3218,0,1439,9,40,7,2009,581,0,0.002026114,2,2.7626355,-0.3528641
2532,59,91,13,292,452,17843379,14904,1760,2,147,9,40,7,1999,442,0,0.000750413,2,1.2958401,-0.6512139
2533,58,100,0,65,828,24741700,37785,1431,2,95,9,40,9,1989,531,2000,0.002176197,3,-1.8268872,0.12922327
2534,71,104,275,102,439,3607,22753,940,4,94,9,36,9,2008,161,0,0.000375206,2,0.20828812,0.42700306
2535,190,91,27,925,12000,73661010,71137,17299,0,229,9,40,6,2006,970,0,0.002851568,2,1.572494,2.1039875
2536,300,107,454,39,65,7757130,307639,173,1,513,9,39,9,2008,49,32000,0.000450248,3,1.9033333,0.8090582
2537,156,95,34,679,17000,50150619,45580,19513,1,102,9,40,6,2014,995,18000,0.001650908,3,-0.36842906,-0.017426066
2538,142,116,529,174,442,7156933,14581,1134,0,74,9,40,9,2006,252,348,0.001425784,2,-6.113168,0.9629217
2539,212,119,6000,422,23000,4710455,214091,24263,0,330,18,24,6,2004,713,13000,0.002701486,4,-0.21635403,-0.5767445
2540,435,128,0,826,4000,36381716,197584,7067,4,918,9,40,7,2011,2000,42000,0.001876032,2,0.8573382,-2.0446193
2541,83,106,293,547,773,28873374,22161,2787,11,68,9,40,6,2013,734,0,0.000450248,1,1.4270364,-0.6021651
2542,134,123,108,239,1000,100241322,175524,1690,0,752,9,40,9,1998,264,0,0.001876032,3,1.3018439,-0.21174717
2543,81,91,12000,213,778,154077,6884,1440,0,53,9,40,9,2005,327,238,0.002626445,2,-6.1258802,2.571842
2544,34,104,80,658,8000,12793213,18286,10430,4,73,9,40,9,1988,960,0,0.003151733,2,1.3050474,1.6814512
2545,440,90,0,428,33000,778565,83234,34779,1,475,9,11,9,2013,1000,30000,0.001951073,2,-1.3365344,-0.30391434
2546,263,119,124,1000,14000,129995817,154621,22622,0,258,9,40,7,2015,5000,27000,0.002551403,2,1.2969196,0.28338647
2547,248,96,24,113,235,53884821,51204,799,0,247,9,40,9,2012,119,26000,0.000450248,1,0.96018034,-0.53756887
2548,117,136,138,9000,18000,60984028,259519,45271,2,431,9,40,9,1997,14000,11000,0.003752064,3,3.9258125,0.07364744
2549,335,123,0,6,23000,10137502,77394,23031,0,195,9,40,6,2015,22,24000,0.00292661,3,-0.9534079,0.6472403
2550,107,99,38,390,3000,12282677,28159,4702,4,96,9,40,9,2015,837,0,0.001650908,2,-1.2297907,-0.6308797
2551,314,150,0,748,23000,65007045,128682,26490,0,657,9,39,7,2014,893,51000,0.004052229,2,-0.30086753,0.88832796
2552,331,95,464,11000,23000,32391374,376600,54075,43,494,9,40,7,2009,17000,40000,0.002776527,3,1.2999321,-1.0807531
2553,202,110,118,1000,13000,22494487,262153,26451,3,507,9,14,9,2006,11000,10000,0.005628095,3,2.0540242,-1.5555888
2554,186,94,17,179,607,16235293,19918,1611,0,278,9,40,9,2006,318,0,0.000525289,1,0.94606304,0.5418809
2555,80,104,54,775,901,139225854,34561,5265,0,116,9,40,1,2002,857,1000,0.000825454,2,1.7038263,0.80377704
2556,169,125,608,579,979,3753806,20307,3133,1,165,9,39,9,2004,594,0,0.001350743,3,-1.3692671,-0.89072084
2557,84,53,141,23,141,274661,10564,313,0,40,9,40,9,2007,125,0,0.000525289,3,-0.573028,-1.7508
2558,177,92,89,190,17000,55291815,28041,17860,0,111,9,40,9,2016,329,0,0.001800991,2,-6.0161405,0.6973044
2559,107,88,84,1000,1000,219613391,31649,5227,0,98,9,40,6,2009,1000,2000,0.001500825,1,1.9612039,-0.7691826
2560,35,84,681,143,239,52850,1656,734,0,12,9,40,5,2007,172,155,0.000975537,2,-6.0161405,1.9710472
2561,70,115,43,775,5000,55973336,57040,9082,1,365,9,40,9,2000,848,0,0.002101156,2,-1.0674103,1.8998291
2562,19,90,48,376,940,15091542,4086,2465,2,22,17,39,1,1996,595,246,0.001425784,2,-0.69878,1.4968354
2563,98,104,19,942,15000,23393765,31323,18760,0,76,9,40,7,2014,989,0,0.001800991,2,-1.7168622,-0.35092115
2564,145,88,12,182,730,119420252,33042,2217,0,90,9,40,6,2009,607,0,0.000525289,2,1.1636295,-0.2971763
2565,38,97,101,101,982,15180000,3340,1631,1,50,9,40,9,1971,535,566,0.00060033,2,-0.33568716,0.5606579
2566,597,134,0,500,2000,56667870,439176,4251,0,695,9,40,9,2013,660,83000,0.000825454,4,-0.06094974,1.4574778
2567,41,99,30,209,480,398420,5049,1234,3,48,9,40,9,2007,257,226,0.000525289,2,-1.3548777,-0.15220931
2568,98,85,70,848,26000,43905746,77684,32831,1,294,9,40,7,2001,5000,0,0.002851568,2,-0.9921652,0.6165804
2569,46,89,373,27,36,925402,27882,100,0,130,25,20,6,1997,35,0,0.000300165,4,-0.92256117,-2.768926
2570,245,165,1000,165,309,49551662,102338,921,0,450,9,3,7,2008,284,0,0.000750413,2,0.88297355,1.5713339
2571,218,109,101,839,13000,86208010,97045,16179,1,285,9,40,7,2014,899,55000,0.003301816,2,-6.000355,0.6424962
2572,125,93,11000,484,3000,37879996,81888,5390,2,254,9,40,7,2000,575,0,0.002551403,2,0.010281741,1.0931101
2573,171,156,0,1000,14000,75530832,97047,20761,5,452,9,40,9,1999,2000,0,0.004202311,2,-0.59611446,-0.1428003
2574,29,140,133,239,443,3130592,10755,1269,1,69,9,39,9,1987,249,963,0.000825454,3,-1.7395782,1.7207335
2575,280,125,3000,3000,14000,81257500,117739,30010,0,229,9,40,9,2015,11000,30000,0.005027765,2,-6.0161405,1.5409677
2576,502,146,508,523,34000,424645577,498397,49355,1,706,9,40,7,2013,14000,82000,0.001951073,3,1.3307241,-0.020342445
2577,245,101,420,467,12000,72660029,115687,16235,0,269,9,40,7,2014,3000,21000,0.003226775,2,-0.2293445,-1.5387536
2578,84,115,209,41,569,73000942,74351,714,1,233,9,40,1,2011,69,62000,0.000975537,0,1.3666729,0.9080107
2579,359,100,108,534,17000,35266619,108248,20051,1,371,9,40,9,2013,2000,39000,0.003076692,2,2.4718409,-0.4135391
2580,85,220,0,820,13000,15527125,11388,15006,2,183,9,40,7,2000,861,652,0.002401321,2,-0.5367227,2.6934996
2581,234,101,0,721,1000,1163508,20376,5158,1,166,9,40,9,2012,725,15000,0.000750413,2,1.8503834,-0.7175464
2582,31,91,9,9,53,287761,2482,86,1,16,9,28,6,2013,24,0,0.000300165,3,-0.09730448,-1.6355867
2583,59,72,5,435,659,28501605,31371,2646,0,166,9,40,9,1990,628,0,0.00060033,2,-1.876151,-0.007889925
2584,24,103,170,269,849,2154540,3803,2457,2,41,9,40,9,1997,623,68,0.000900495,1,0.22876401,1.5447162
2585,108,98,176,15,543,4291965,9334,678,3,59,9,13,7,2006,113,447,0.001575867,2,-0.086941056,-1.2996329
2586,279,111,521,64,97,31471430,83374,313,0,828,9,40,9,2006,68,0,0.000975537,3,-0.37222221,0.4940845
2587,70,91,48,39,61,18438149,30842,222,8,93,9,40,7,2012,46,0,0.00120066,2,-6.1253815,-2.6104293
2588,122,94,187,427,1000,1247453,11202,3690,0,123,9,39,9,2005,887,750,0.001725949,2,-6.123034,-2.2763038
2589,703,173,0,19000,26000,623279547,995415,87697,3,1722,9,40,7,2012,21000,123000,0.00292661,4,2.757862,2.1746604
2590,149,104,20,130,3000,6670712,27301,3825,6,101,9,40,7,2009,591,0,0.00060033,3,-6.140647,1.6547848
2591,29,93,0,2,58,155984,586,62,0,9,9,40,10,2009,2,0,0.000300165,3,-0.33003932,0.19469392
2592,132,178,0,403,906,75600000,736638,1976,1,1065,9,40,9,1995,466,17000,0.000675371,4,1.4001493,0.63043165
2593,96,133,521,970,11000,31054924,17025,16710,1,290,9,40,9,1999,1000,295,0.003076692,2,1.0247393,-0.7386451
2594,81,97,152,135,674,7282851,9502,1395,1,100,9,40,9,1988,174,812,0.000300165,2,2.0387502,-0.9233403
2595,36,125,125,11,60,223878,3548,132,1,21,17,23,9,2003,29,282,0.000675371,2,1.2898693,1.3407724
2596,230,82,248,196,353,98017,26185,1498,0,170,9,13,9,2010,248,46000,0.000300165,2,-0.5845206,-0.0066864104
2597,229,138,16000,262,616,90135191,338415,1942,0,935,9,40,9,2003,541,12000,0.002626445,3,2.0432363,1.5038881
2598,59,100,65,730,1000,19118247,19829,6171,5,94,9,40,7,2005,923,779,0.001425784,2,-1.2809945,0.3976212
2599,222,119,319,179,2000,4440055,21360,3279,0,110,9,39,6,2009,552,0,0.001050578,2,-1.2929139,-1.2074957
2600,46,101,6,258,812,14108518,8215,1882,1,95,9,40,7,2003,326,371,0.000825454,2,1.3235,-1.0055814
2601,57,95,293,744,851,128769345,86556,3155,1,99,9,40,7,1996,773,960,0.002101156,2,0.41664588,2.0370445
2602,535,107,141,535,24000,13092000,399138,26495,0,731,9,40,9,2014,970,129000,0.001951073,4,0.68348384,-0.99892807
2603,283,117,446,877,10000,76418654,148280,12731,0,348,9,40,7,2010,973,11000,0.003226775,2,-0.9500196,-0.30991778
2604,45,68,0,253,304,18081626,4180,861,0,32,9,40,1,2005,286,264,0.000525289,2,1.0795199,2.0568783
2605,261,105,101,157,1000,5776314,73349,2016,4,142,9,40,9,2010,394,15000,0.000675371,3,1.2958401,1.8875027
2606,199,142,0,461,11000,28341469,1689764,13495,0,4144,9,40,9,1994,745,108000,0.003226775,4,-1.3819855,-0.8713321
2607,106,120,1000,954,29000,46338728,167750,33791,2,506,9,40,7,1996,1000,10000,0.002251238,2,-1.7172183,-0.33898738
2608,51,98,681,13,94,3799339,8000,139,1,138,9,40,9,2002,26,661,0.000900495,3,0.97436166,-0.67752993
2609,223,112,36,746,10000,64998368,213898,12676,4,250,9,40,7,2012,751,36000,0.000900495,3,1.2851001,-2.740286
2610,111,88,82,329,869,14174654,74945,2857,0,359,9,40,7,2008,624,0,0.001050578,0,-5.988553,-1.2128029
2611,101,99,54,398,748,8712564,16555,1721,0,139,9,40,9,2004,489,817,0.000750413,2,2.0216737,-0.5543222
2612,73,101,22,558,918,17655201,4719,3317,1,24,9,40,1,2008,624,851,0.000525289,2,-0.9214206,-0.43966028
2613,127,94,160,167,550,32003620,79141,1102,1,355,9,40,7,2004,216,2000,0.001050578,2,-1.0710794,-1.0920781
2614,162,145,79,183,981,34566746,45231,1825,1,315,9,40,7,2000,274,0,0.001951073,3,-0.42883578,1.2083702
2615,104,101,0,764,12000,25407250,54021,15935,0,227,9,40,9,1996,898,0,0.003752064,2,0.31381878,1.0249428
2616,242,92,135,259,574,1316074,71387,1303,1,228,9,40,7,2011,399,21000,0.000300165,2,0.10346264,-0.31830376
2617,15,113,300,787,1000,2832826,1761,3072,2,19,9,40,9,1995,979,174,0.002101156,2,1.3031275,0.49374357
2618,71,78,0,61,262,10018,3228,509,0,31,9,40,5,2006,163,244,0.000375206,2,-0.32655933,-0.4233296
2619,280,159,0,521,10000,55637680,227071,11424,1,1500,9,39,9,1999,580,10000,0.002401321,3,3.924269,0.5546665
2620,46,96,0,902,49000,371081,7479,51441,2,86,9,40,7,2004,1000,857,0.002101156,2,-6.123469,-0.16635934
2621,181,131,719,683,16000,20302961,49874,18913,0,450,9,13,4,1995,893,0,0.001050578,1,-1.8701638,-0.6779315
2622,118,106,23,418,1000,57887882,35508,2325,2,211,9,40,7,2004,593,0,0.00120066,2,1.3050493,-0.3542306
2623,149,114,0,115,548,6592103,28584,1005,1,232,9,13,9,2002,298,675,0.002026114,2,2.0519972,0.5261304
2624,254,102,0,387,40000,1821983,31089,43810,0,261,9,40,9,2014,3000,20000,0.003451899,2,-0.92550373,0.44905224
2625,487,94,11000,183,617,56816662,301149,1289,1,509,9,36,7,2011,204,78000,0.002701486,3,-0.029678632,-0.26914504
2626,20,120,3,234,984,3773863,4583,2563,1,55,9,40,7,2009,801,0,0.000450248,3,-1.8502436,-0.10591711
2627,129,116,415,644,18000,71026631,98899,20970,1,394,9,40,7,2002,669,0,0.002626445,2,-0.34193754,0.67105573
2628,218,103,11,543,2000,80021740,47988,5497,4,154,9,40,6,2015,1000,35000,0.000750413,2,0.56834817,0.35930157
2629,270,97,387,64,6000,7574066,30325,6322,2,96,9,40,9,2014,139,0,0.001725949,2,-6.1008143,0.051867105
2630,184,88,65,681,3000,19316646,52069,5706,3,95,9,40,9,2013,697,0,0.001350743,2,-0.8309949,-0.6847916
2631,451,215,0,413,986,107503316,392474,2530,1,1229,9,40,9,2009,745,18000,0.001350743,3,0.9304075,-0.699671
2632,217,133,0,218,7000,109243478,313797,8341,1,546,9,40,9,2005,966,0,0.002101156,3,6.5337334,0.6779229
2633,259,119,0,639,13000,24006726,139535,15757,8,632,9,40,9,2004,1000,0,0.002851568,3,1.2609236,2.8284686
2634,83,91,0,65,387,1040879,54478,648,0,184,9,40,9,1996,96,0,0.000975537,3,1.8848499,0.5713801
2635,17,83,3,421,16000,126247,24958,17469,0,103,9,40,6,1994,542,321,0.000900495,1,-1.7677389,0.5997551
2636,15,106,16,254,602,171988,448,1281,1,16,9,40,7,2000,266,12,0.000450248,2,1.1510423,1.6890068
2637,98,90,176,523,677,72601713,21396,2055,1,155,9,14,6,2006,560,605,0.001125619,2,-0.08730379,-0.034974284
2638,183,111,0,234,523,4190530,53341,1795,0,185,9,3,9,2014,468,18000,0.000375206,3,-1.7030091,-1.3996323
2639,11,89,15,660,883,4692814,2870,3291,2,34,9,40,7,1999,826,77,0.001500825,2,-6.013773,-1.6331085
2640,169,89,41,847,2000,9639242,16437,5470,0,68,9,40,7,2011,1000,0,0.001050578,1,6.525492,-1.0335276
2641,111,113,22,148,727,43601508,35718,1310,1,317,9,40,7,2003,171,0,0.000300165,2,1.3121374,-0.79394454
2642,389,137,508,14000,34000,281666058,166137,81385,1,383,9,40,7,2015,22000,38000,0.002626445,2,-0.9897112,-1.0351744
2643,79,111,17,652,13000,32940507,54316,16537,1,127,9,40,9,1998,969,0,0.003376857,2,0.94362664,-0.5042969
2644,19,84,0,182,11000,27979400,37611,12322,2,72,9,40,7,1993,852,0,0.001575867,2,-0.22523113,1.8463094
2645,336,104,59,202,972,27689474,85688,2071,0,339,9,40,9,2013,407,23000,0.000300165,2,-0.7695927,-0.20243706
2646,45,94,24,545,834,2800000,4377,2662,3,85,9,40,9,1999,625,309,0.000675371,2,-5.980944,-1.3226078
2647,327,127,189,544,20000,85463309,254841,22254,1,426,9,40,7,2011,929,36000,0.002776527,3,0.24498275,0.628964
2648,275,123,0,648,3000,46978995,111609,5505,0,781,9,40,7,2016,716,89000,0.001650908,3,-0.22186689,1.0204151
2649,67,99,32,521,773,81150692,20219,2916,1,100,9,6,6,2002,664,0,0.001575867,2,0.91265905,-0.02977806
2650,152,97,4000,8000,22000,173381405,147597,43354,1,395,9,40,6,2003,11000,21000,0.003902146,2,1.3628134,-1.4609222
2651,36,96,197,115,580,39514713,60494,1275,0,132,9,40,6,1993,336,16000,0.000900495,2,1.7156776,-0.3547636
2652,237,113,43,452,12000,28031250,88146,13517,0,814,9,39,9,2005,585,0,0.002101156,2,0.7173873,0.13174929
2653,153,119,0,744,15000,115731542,151812,17768,2,556,9,40,6,1998,793,0,0.002026114,2,1.292315,0.1801757
2654,268,98,0,638,8000,41008532,19611,10894,1,103,9,40,9,2016,698,0,0.002026114,2,-0.34535098,1.1320848
2655,22,104,0,498,1000,23031390,4345,2868,9,26,9,40,9,1998,597,575,0.001125619,2,-6.1273165,2.052427
2656,248,102,1000,270,734,11169531,79855,1778,2,235,9,39,7,2008,563,0,0.000900495,2,-5.996401,-0.75583637
2657,159,97,70,625,2000,86049418,245989,5032,4,554,9,40,7,2004,1000,0,0.002251238,2,-6.0161405,0.20795704
2658,158,104,681,159,584,62494975,179500,1235,5,378,9,40,7,2006,227,0,0.000900495,2,-1.1085283,-1.1645968
2659,191,109,415,119,982,83906114,104481,2357,2,189,9,40,7,2014,971,16000,0.000975537,2,6.508591,0.70106006
2660,40,93,148,170,549,7017178,1633,1373,5,17,9,40,6,2013,269,0,0.00060033,1,0.44515443,-0.34711823
2661,115,93,787,0,787,365734,11487,883,0,226,9,40,5,2003,96,952,0.000825454,1,-1.880573,-0.40250903
2662,125,148,644,326,1000,54200000,142448,2566,1,319,9,40,9,1980,809,14000,0.000525289,3,0.45928055,0.5779821
2663,251,94,24,434,581,104007828,76828,2371,0,314,9,40,9,2011,438,24000,0.00060033,2,0.87840843,-0.015837444
2664,110,97,0,117,378,7022940,14018,1173,1,190,9,40,9,2001,321,682,0.000450248,2,1.2921213,-0.3631859
2665,112,75,19,806,1000,23078294,25870,3590,0,281,9,40,7,2006,934,0,0.001575867,2,1.6446708,-1.0108306
2666,152,102,0,787,14000,7993039,120036,18643,1,408,9,40,9,1993,1000,10000,0.003376857,3,-6.0286427,-2.3095934
2667,65,91,91,659,982,381186,13485,3299,0,90,9,40,9,2005,796,698,0.00060033,2,1.0560349,-0.47900757
2668,22,121,0,182,413,14545844,4756,1284,4,38,9,40,9,1988,282,624,0.002101156,2,0.72985166,-1.3666437
2669,97,98,425,397,11000,74329966,60910,12729,2,164,9,40,7,1998,643,0,0.003076692,2,0.1510481,0.99089366
2670,72,108,18,433,714,11702090,37700,2785,2,50,9,40,7,2007,701,0,0.000675371,2,6.539566,-1.3844198
2671,208,109,64,505,11000,124732962,286178,23923,0,631,9,40,7,2006,11000,0,0.00292661,2,1.2958401,1.5463557
2672,327,100,129,3000,23000,34963967,270441,39807,2,378,9,40,9,2011,10000,40000,0.002476362,3,1.3050823,0.445922
2673,91,105,99,518,2000,25677801,41273,4813,6,136,9,40,6,2010,938,0,0.001725949,2,-2.2089348,-0.3757301
2674,413,106,53,593,13000,62453315,200035,14607,2,407,9,40,7,2011,963,36000,0.002476362,3,0.51089996,1.3814751
2675,50,122,589,150,848,33451479,17068,1164,0,215,9,40,6,2008,153,0,0.00060033,2,-1.737774,-2.2851255
2676,159,140,2000,552,15000,172071312,208817,17171,0,296,9,40,6,1995,968,5000,0.003376857,3,-0.52819985,0.06996252
2677,349,115,212,612,2000,37877959,86664,4896,1,252,9,40,9,2014,820,38000,0.000750413,3,1.4568111,1.2890131
2678,65,98,85,186,265,7369373,4288,901,1,74,9,39,9,1986,194,0,0.000300165,2,2.7485678,-0.32304683
2679,109,101,43,432,5000,34604054,34942,6867,2,185,9,40,9,2003,618,1000,0.001725949,2,0.9225955,1.9530435
2680,225,115,295,466,10000,144795350,387632,12068,1,789,9,40,7,2004,981,0,0.002776527,3,0.20311485,0.93720293
2681,173,101,136,526,833,67266300,195255,3400,1,170,9,14,9,2008,543,0,0.000675371,2,-6.0181775,-0.68353456
2682,122,161,767,87,682,27200000,149444,1035,2,273,9,39,6,1957,119,0,0.000750413,4,1.9782866,2.2339754
2683,258,94,132,317,26000,17120019,83097,27759,2,134,9,40,9,2012,828,12000,0.002101156,2,-1.0655825,-1.4640168
2684,146,89,29,458,2000,43818159,27664,4867,0,260,9,40,7,2008,690,1000,0.000750413,1,-0.7640668,-1.4083421
2685,60,96,8,199,533,42660000,25086,1254,0,87,9,40,6,1993,219,1000,0.000375206,1,0.7004699,-0.47253087
2686,77,86,90,635,962,9402410,11233,3715,1,32,9,40,7,2012,925,0,0.000525289,2,0.25144613,-0.46790203
2687,175,111,81,81,3000,33631221,48559,3784,1,145,9,40,9,2014,571,0,0.000750413,2,-0.34010154,-0.84207755
2688,176,118,87,929,2000,85911262,24735,4796,6,213,9,40,6,2014,1000,16000,0.001050578,2,0.060530663,0.8462007
2689,193,100,293,0,0,11529368,85028,0,2,404,9,40,6,2004,0,0,0.000450248,3,-0.19799887,-1.4716007
2690,355,109,453,953,15000,40983001,181025,27788,2,336,9,40,9,2012,10000,38000,0.002851568,3,-0.34381297,-1.36089
2691,110,127,11000,116,306,301305,31414,796,0,180,3,40,9,2011,164,0,0.002251238,1,1.5176177,0.5509284
2692,287,103,0,651,2000,55153403,299127,5161,0,1509,9,40,9,2004,878,0,0.001425784,3,2.795731,2.1045785
2693,138,105,43,827,22000,1796024,34985,37766,1,135,9,40,9,2010,14000,0,0.00412727,2,1.0712318,-2.0352247
2694,66,109,200,1000,21000,336456,7116,41645,2,79,9,40,9,2003,18000,494,0.002701486,2,0.3536315,-1.490198
2695,210,124,420,876,22000,92930005,204063,35867,0,764,9,14,9,2002,12000,0,0.004352394,3,-0.32940698,-4.1021776
2696,355,111,214,3000,10000,56692,177401,23566,2,504,9,40,9,2009,9000,32000,0.00292661,3,1.665888,-0.7107523
2697,57,125,0,711,49000,219200000,181380,52201,5,223,9,40,7,1993,1000,0,0.003076692,2,1.0201243,0.23223941
2698,76,120,930,433,982,349618,4302,2942,1,45,9,23,9,1990,602,375,0.00060033,2,0.91281825,1.0074157
2699,81,95,4000,334,4000,5308707,15053,5245,2,165,9,40,9,2001,585,393,0.003977187,2,1.1206266,1.2714202
2700,167,153,0,537,13000,201573391,322395,26029,0,1171,9,40,7,1998,12000,11000,0.006303467,2,0.3100223,0.9056575
2701,108,131,46,433,1000,50300000,68565,2943,2,300,9,39,6,1985,439,0,0.000975537,2,1.9745452,0.17917685
2702,171,135,14000,252,559,128300000,139288,1591,0,339,9,40,6,1977,481,0,0.003301816,3,1.0184778,1.5629826
2703,212,98,0,23,20000,33987757,168314,28027,2,903,9,40,9,2004,8000,12000,0.003376857,3,-1.721707,2.9981847
2704,190,108,187,254,11000,9172810,24150,12178,0,118,9,40,9,2007,883,923,0.003226775,2,0.41855535,0.58289707
2705,29,87,38,445,552,1332,2038,2251,6,20,9,40,5,2012,533,898,0.000375206,1,-0.32412335,-0.7492388
2706,224,97,12,641,788,1818681,74435,2486,1,224,9,39,9,2009,698,0,0.000675371,3,0.9309764,1.0322658
2707,297,108,0,458,1000,43771291,79909,3215,1,279,9,40,9,2015,562,15000,0.000525289,3,-1.6453065,-1.0250841
2708,361,121,175,221,963,43247140,134625,2131,0,265,9,39,7,2015,580,40000,0.001050578,3,-0.52907056,0.07578121
2709,141,124,159,240,288,30012990,75973,1006,1,409,9,39,9,1998,249,0,0.00060033,3,-0.06744288,-0.50112367
2710,75,149,15000,982,15000,25809813,50311,28713,6,212,9,40,6,1996,9000,0,0.004427435,2,0.26500833,1.4826932
2711,71,103,44,625,953,20246959,5721,3299,2,20,9,40,7,2010,849,1000,0.000975537,1,6.519851,-0.5078194
2712,63,88,26,236,487,143000,4122,1495,0,48,9,40,9,2009,298,0,0.000300165,1,1.6425045,-1.458207
2713,330,101,176,282,11000,118311368,245621,12406,1,514,9,40,7,2010,702,23000,0.00352694,2,-0.3687406,0.55920416
2714,215,105,29,257,24000,71347010,166194,28928,2,215,9,40,9,2009,4000,0,0.003902146,3,6.527595,-0.78222173
2715,154,93,11000,629,11000,39200000,192940,12691,0,491,9,40,6,1977,636,0,0.004952724,4,6.527578,1.0347642
2716,125,121,18,776,1000,29655590,53970,3986,4,435,9,40,7,1999,855,0,0.001125619,2,-0.96165246,-0.9733064
2717,50,106,8,521,748,64955956,10104,3956,4,69,9,40,7,2004,656,265,0.001050578,2,-6.1364093,-0.24466135
2718,23,129,0,203,18000,16153600,8295,19065,1,30,9,40,9,1990,269,720,0.003677022,2,-1.1397129,-0.23672876
2719,61,170,25,55,329,59696176,15448,775,1,174,9,40,7,2014,134,15000,0.000375206,2,-0.07488431,0.6897767
2720,28,95,48,826,1000,14003141,4598,4837,1,29,9,40,9,1999,865,375,0.00120066,2,-0.36035,-0.13719393
2721,271,143,563,1000,40000,305388685,809474,48184,3,2113,9,40,7,2003,5000,10000,0.002701486,4,-0.29052162,-2.3995488
2722,147,150,163,636,2000,140244,20419,4168,1,259,9,40,9,2008,716,8000,0.001050578,2,0.5806917,-1.1535078
2723,84,96,22,324,8000,15427192,11768,11078,0,148,9,40,7,2000,2000,492,0.002701486,2,0.27686384,1.0944012
2724,174,121,0,595,1000,66862068,89509,3903,0,524,9,40,9,1999,1000,2000,0.001575867,2,-0.38034853,-1.3972347
2725,161,106,34,466,3000,17281832,60232,5329,3,110,9,14,6,2008,1000,0,0.002101156,2,1.5894631,-1.0705165
2726,151,104,532,557,12000,47592825,82731,16930,1,255,9,40,7,2003,3000,0,0.00352694,2,-1.9528517,0.73386395
2727,486,112,230,12000,26000,206360018,414070,59803,3,532,9,40,7,2013,20000,63000,0.002551403,3,-0.26839152,-1.2659929
2728,35,115,98,4,341,1687311,2412,371,3,40,28,36,7,1998,26,539,0.000375206,3,-0.42404547,-0.5873322
2729,342,132,681,12000,23000,209805005,284792,55345,3,366,9,40,7,2011,14000,54000,0.002701486,3,-1.0687352,-0.62544787
2730,153,143,541,530,18000,51225796,96654,20660,0,2047,9,39,7,2004,893,0,0.004052229,3,-0.7376791,1.3405724
2731,145,83,57,62,465,4930798,16268,730,1,108,9,40,7,2012,152,0,0.000300165,1,1.6096339,-1.2498044
2732,56,124,179,551,11000,8406264,24826,13093,3,175,9,40,9,1999,617,783,0.003451899,2,1.2919374,0.38403994
2733,406,120,0,113,260,499263,179235,705,0,2814,2,40,9,2004,252,13000,0.00060033,3,-1.8565978,-0.22055042
2734,76,89,0,640,2000,38536376,15866,4311,5,83,9,40,6,2011,734,0,0.001951073,1,0.734685,0.32635057
2735,17,86,204,474,659,334041,1038,2322,3,21,9,40,9,1997,529,51,0.000675371,2,1.0226505,-0.57878846
2736,46,111,425,344,743,91457688,107801,2403,4,109,9,40,7,1990,394,0,0.001650908,2,-0.22956145,-1.103889
2737,360,81,19,39,170,140530114,186786,399,0,3400,9,40,9,1999,170,0,0.000300165,2,0.9091848,-2.1845925
2738,191,102,23,651,2000,64149837,146899,7009,1,185,9,40,7,2009,2000,0,0.001350743,2,-1.1841648,1.8807541
2739,74,119,116,385,738,8888143,22250,2171,0,123,9,6,9,1999,428,913,0.000900495,2,1.6154153,0.77560556
2740,107,100,90,65,168,1134049,5475,408,0,44,9,39,6,2007,142,0,0.000300165,4,-1.4035112,0.80808306
2741,37,85,12,23,354,12701880,2037,568,0,22,9,40,1,2008,173,175,0.000525289,2,-1.968441,-0.5131498
2742,84,98,21,76,33000,406035,30314,33441,0,159,9,40,9,2001,243,0,0.00120066,3,-1.8623935,0.15971398
2743,216,86,70,318,440,54098051,102861,2420,0,571,9,14,9,2006,346,0,0.000825454,2,0.88232327,-0.38365248
2744,160,99,309,577,23000,70327868,58416,26527,0,301,9,14,9,2000,1000,0,0.003301816,2,-1.074554,-1.4317446
2745,140,93,2,258,849,14888028,28606,2178,0,262,9,40,7,2005,787,0,0.000900495,2,0.61320835,0.59083134
2746,56,123,92,849,1000,70492685,11600,5306,5,64,9,40,9,2013,886,7000,0.001575867,2,-6.1254945,-3.3371613
2747,279,105,43,523,10000,53846915,149337,11943,0,221,9,40,9,2015,806,23000,0.001951073,2,-0.21353298,0.2974721
2748,302,169,563,1000,40000,309404152,471220,48350,0,1238,9,40,7,2007,5000,0,0.002701486,3,-0.26708922,0.6089725
