id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
2322,220,92,100,482,970,44540956,161448,0,1473,2004,759,10000,0.001125619,2
2323,136,110,94,240,277,75604320,68417,1,195,2006,245,10000,0.000675371,2
2324,83,114,9,466,623,30050028,42987,1,201,1989,472,10000,0.000450248,2
2325,328,92,28,586,10000,55994557,72287,0,176,2012,884,12000,0.000900495,2
2326,9,91,38,117,584,2850263,5061,0,70,1993,399,10000,0.000975537,2
2327,43,81,54,636,8000,30628981,15047,1,160,1999,670,2000,0.002251238,1
2328,101,84,50,692,979,140015224,94172,0,179,1999,886,10000,0.002101156,2
2329,250,118,208,570,23000,150167630,174578,4,534,2009,2000,10000,0.003301816,2
2330,32,108,5,57,442,109306210,44096,1,62,1988,162,489,0.00060033,2
2331,187,120,278,963,11000,112703470,69860,2,214,2009,2000,10000,0.002551403,2
2332,43,90,16,16,86,85222,4285,0,84,2004,23,456,0.000450248,2
2333,107,102,98,529,946,14793904,28209,1,80,2009,800,10000,0.001725949,2
2334,179,138,143,783,1000,35918429,32415,1,510,2001,874,951,0.001951073,3
2335,238,122,98,11000,14000,117144465,256928,3,288,2007,13000,10000,0.0047276,2
2336,193,150,2000,95,396,32519322,497946,0,761,2002,338,21000,0.000750413,4
2337,231,99,98,84,11000,9203192,45396,1,136,2011,106,15000,0.003376857,2
2338,140,97,131,62,23000,21973182,53415,2,339,2001,81,10000,0.001725949,2
2339,81,95,101,443,2000,13596911,25572,0,123,2001,509,2000,0.002851568,2
2340,168,87,98,548,22000,8579684,89547,0,199,2007,557,10000,0.002176197,3
2341,203,107,98,574,13000,44867349,75347,2,176,2010,642,10000,0.003902146,2
2342,126,110,42,111,355,14589444,171151,2,513,2004,155,10000,0.000750413,2
2343,140,118,869,21,134,34580635,100743,1,549,1999,27,10000,0.000675371,3
2344,31,90,204,697,1000,99147,1884,3,28,1998,697,69,0.001050578,2
2345,208,106,31,71,33000,2694973,70885,2,189,2006,519,10000,0.00120066,3
2346,300,107,45,271,24000,16204793,92712,1,294,2009,396,6000,0.002026114,2
2347,253,113,395,77,8000,40137776,186977,1,529,2006,189,13000,0.00292661,3
2348,378,165,98,808,974,245428137,242420,2,918,2014,956,56000,0.001951073,2
2349,141,107,15,602,17000,50461335,83893,3,132,2014,1000,15000,0.001425784,2
2350,62,116,98,476,907,50382128,10472,0,202,2005,637,10000,0.000750413,2
2351,67,125,55,2,991,1027749,8087,4,33,2008,10,1000,0.001125619,3
2352,12,94,98,287,901,19281235,3571,0,11,1991,413,232,0.000375206,2
2353,82,87,98,591,2000,6291602,8070,0,91,2000,602,255,0.002326279,2
2354,242,118,301,897,2000,30523568,54447,0,201,2014,1000,18000,0.001275702,2
2355,362,129,456,716,1000,166147885,220020,0,1360,2015,935,101000,0.000750413,1
2356,76,100,4,678,982,25339117,37885,4,247,1998,945,10000,0.000975537,2
2357,209,114,98,1000,27000,5694401,194489,4,192,2008,18000,12000,0.003151733,3
2358,49,104,71,168,1000,1789892,9494,1,109,1998,261,515,0.001425784,2
2359,38,82,12,8,23,25571351,3135,0,78,2002,12,184,0.000825454,2
2360,446,201,98,84,6000,218051260,316020,0,2618,2005,918,10000,0.002776527,3
2361,460,117,98,447,18000,210592590,607235,0,2073,2006,13000,13000,0.003226775,3
2362,386,99,64,918,13000,14597405,71679,1,216,2011,2000,17000,0.001350743,2
2363,142,115,294,15,585,8060,81644,1,107,2007,39,11000,0.000525289,4
2364,198,124,845,295,650,46975183,256213,0,338,2007,467,10000,0.001500825,3
2365,432,95,38,20,409,13401683,203458,0,588,2012,107,46000,0.000525289,3
2366,589,119,98,502,23000,66468315,428916,0,667,2012,13000,75000,0.004202311,3
2367,171,104,96,559,943,43097652,59068,2,128,2007,763,10000,0.001125619,2
2368,224,95,17,594,838,76137505,49207,0,174,2014,722,30000,0.000675371,3
2369,219,169,14000,13000,15000,216119491,881236,2,2277,1998,14000,22000,0.005478013,4
2370,318,111,663,954,1000,206435493,473887,0,626,2007,1000,10000,0.001951073,3
2371,377,162,21000,495,21000,33048353,301279,0,589,2007,15000,12000,0.004352394,3
2372,271,99,40,300,1000,84263837,81699,0,291,2014,421,45000,0.001125619,2
2373,148,88,64,363,1000,17016190,28632,0,214,2004,857,10000,0.001125619,1
2374,351,93,98,566,21000,31501218,84070,0,526,2005,650,10000,0.002476362,3
2375,164,99,192,282,347,21133087,62468,0,374,1999,301,10000,0.000975537,2
2376,92,107,521,80,773,768045,19732,0,120,2002,89,10000,0.001125619,3
2377,286,120,776,535,890,102315545,58137,0,520,2016,812,67000,0.001951073,2
2378,285,103,65,908,2000,71519230,92364,0,244,2014,971,15000,0.000900495,2
2379,63,112,277,327,1000,62549000,41361,0,148,1992,530,10000,0.00292661,3
2380,81,101,13,499,651,15408822,14147,3,92,2003,555,401,0.000975537,2
2381,98,85,98,82,11000,26288320,36144,0,91,2003,102,880,0.002101156,2
2382,492,117,294,1000,10000,58607007,182910,0,630,2014,2000,60000,0.001876032,2
2383,45,83,5,368,971,100491683,14005,0,67,1998,503,418,0.00060033,2
2384,403,106,395,393,451,168368427,330784,1,1243,2008,412,10000,0.001275702,2
2385,44,96,4,670,989,10494147,7403,1,162,2000,841,648,0.001425784,2
2386,80,91,21,542,2000,100117603,102933,0,230,1996,700,10000,0.001500825,2
2387,125,99,15,61,12000,15279680,48245,1,154,2008,68,10000,0.002251238,2
2388,277,92,77,495,703,42575718,83788,0,227,2011,682,20000,0.000525289,2
2389,197,134,37,504,11000,309125409,681857,0,647,1983,1000,14000,0.001876032,4
2390,35,123,98,21,963,26893,4391,0,26,1969,710,278,0.000675371,3
2391,124,86,84,34,680,992238,16349,0,103,2004,46,869,0.000375206,2
2392,14,102,8,40,14000,2807854,14129,1,39,1991,163,967,0.00120066,2
2393,79,104,11,194,11000,3287435,8603,2,115,2001,813,430,0.001951073,3
2394,64,127,73,433,11000,23209440,9283,3,112,1998,882,592,0.002476362,2
2395,388,131,98,383,10000,15700000,332065,0,876,2008,602,16000,0.001350743,3
2396,92,95,596,697,1000,16017403,17333,2,153,2001,835,10000,0.001275702,2
2397,135,112,66,21,150,3432342,24921,2,166,2003,28,10000,0.000300165,3
2398,80,193,133,820,2000,21500000,45271,0,170,1983,826,10000,0.002551403,3
2399,121,116,44,420,593,108200000,76331,4,269,1980,467,10000,0.000825454,2
2400,60,122,380,2000,18000,26830000,101889,3,365,1989,11000,10000,0.005252889,3
2401,65,124,98,701,8000,91030827,46482,2,252,1998,818,10000,0.003076692,2
2402,202,110,45,845,1000,66462600,141533,3,786,2003,872,10000,0.001350743,2
2403,114,89,98,62,227,92823600,149108,0,273,1989,73,10000,0.001800991,3
2404,151,124,44,367,4000,36447959,35833,0,96,2014,774,10000,0.00120066,2
2405,106,137,102,877,2000,22406362,16832,0,267,2004,973,701,0.002326279,2
2406,111,89,98,132,402,3193102,24412,0,240,1999,296,944,0.001951073,3
2407,153,121,31,43,65,4063859,114407,2,225,2003,51,11000,0.000300165,3
2408,269,102,98,15000,22000,66636385,88451,1,289,2007,15000,10000,0.003677022,3
2409,61,202,98,318,18000,48169908,63923,0,156,1992,848,10000,0.004277353,3
2410,77,113,98,995,11000,95149435,53687,2,152,2004,1000,1000,0.002101156,2
2411,325,106,13000,309,11000,14479776,55539,3,147,2014,430,20000,0.002326279,2
2412,106,110,787,642,1000,2365931,36657,2,318,1998,787,10000,0.001350743,3
2413,287,110,98,1000,3000,58885635,194426,0,1057,2004,2000,7000,0.001876032,3
2414,191,96,47,442,3000,12570442,40514,0,234,2005,497,808,0.001575867,2
2415,228,86,17,205,520,17683670,47227,0,323,2011,270,10000,0.000300165,2
2416,129,97,29,816,15000,48237389,63969,1,126,2008,852,10000,0.001275702,2
2417,242,112,98,213,512,22858926,254404,2,840,1999,216,10000,0.000825454,3
2418,167,104,108,177,296,35143332,45102,0,316,2003,270,10000,0.00060033,2
2419,274,148,98,826,17000,18352454,426359,0,760,2007,882,76000,0.002026114,4
2420,269,121,98,919,10000,83077470,183247,0,440,2008,1000,10000,0.003902146,3
2421,107,99,2,3,43,10037390,5442,0,140,1999,3,339,0.000300165,2
2422,267,114,101,2000,12000,33037754,75864,1,197,2011,3000,23000,0.002326279,2
2423,426,130,285,767,33000,70235322,182983,4,374,2015,23000,99000,0.003226775,3
2424,109,116,212,462,13000,32616869,34435,0,346,2001,658,886,0.004052229,1
2425,419,123,120,149,13000,35887263,265507,0,388,2014,876,90000,0.001275702,3
2426,177,103,129,1000,14000,73548,47574,0,209,2008,1000,10000,0.001425784,2
2427,251,137,143,280,14000,5459824,92781,0,320,2006,617,5000,0.002176197,3
2428,283,80,611,576,5000,84961,149414,4,841,2002,643,10000,0.001575867,3
2429,196,92,54,306,776,8279017,34191,1,339,2000,595,10000,0.001125619,2
2430,242,122,98,54,326,33201661,534262,0,1314,2001,326,39000,0.001350743,4
2431,159,92,98,539,1000,2926565,28573,0,72,2008,585,10000,0.000825454,2
2432,27,118,98,410,26000,46451,7663,2,38,2010,854,694,0.001800991,2
2433,79,139,378,303,11000,20389967,3077,1,47,2016,552,10000,0.002176197,2
2434,270,109,175,733,24000,66489425,101977,3,161,2012,736,10000,0.002176197,2
2435,28,80,121,587,836,1646664,4518,2,66,2003,624,241,0.00060033,0
2436,65,116,380,826,18000,58918501,40126,1,107,1996,13000,975,0.004502476,2
2437,216,102,49,10000,24000,11434867,59637,1,130,2012,14000,21000,0.00292661,3
2438,21,117,71,547,723,70100000,20183,1,41,1992,558,10000,0.000975537,2
2439,31,81,98,542,560,3293258,11399,0,131,2001,555,10000,0.000450248,2
2440,105,97,32,327,893,18535191,12980,3,132,1999,692,646,0.001500825,2
2441,91,94,6,804,16000,16101109,76467,3,236,2005,1000,10000,0.001800991,2
2442,158,123,98,23,3000,37339525,71708,1,307,1998,745,10000,0.003151733,2
2443,93,116,144,477,1000,69586544,15352,4,199,2002,482,10000,0.000975537,2
2444,190,154,380,445,10000,111110575,317166,1,928,2003,956,10000,0.003376857,3
2445,119,129,131,417,1000,159600000,175607,0,252,1973,559,10000,0.000825454,4
2446,78,96,38,85,363,198407,10282,1,78,2006,223,474,0.000525289,2
2447,129,92,26,611,1000,4881867,15200,1,76,2008,1000,1000,0.002026114,2
2448,23,111,60,699,823,3333823,5612,0,122,2012,759,10000,0.000750413,2
2449,261,92,28,423,3000,55942830,138582,1,423,2014,692,37000,0.000975537,2
2450,70,132,98,876,13000,2899970,8039,2,161,1999,898,625,0.002251238,2
2451,125,115,13,579,2000,74540762,48753,2,323,2004,1000,10000,0.001725949,2
2452,201,112,118,674,877,36665854,76498,0,203,2011,738,15000,0.000675371,2
2453,145,96,51,322,8000,150315155,54010,2,130,2015,2000,13000,0.002776527,2
2454,169,95,18,18,622,119793567,64387,0,85,2013,161,15000,0.00060033,2
2455,147,92,5,726,870,162495848,34359,0,133,2015,861,16000,0.000300165,2
2456,241,121,278,808,22000,75274748,130661,2,304,2015,11000,54000,0.004577518,3
2457,129,105,78,298,984,116735231,56646,0,336,1999,489,10000,0.001350743,2
2458,94,98,129,221,749,1754319,13174,0,81,2011,252,10000,0.001050578,3
2459,151,128,14000,232,15000,77032279,303864,0,596,2004,466,16000,0.004802641,3
2460,74,124,212,369,13000,84049211,96096,1,172,1993,730,10000,0.003977187,2
2461,109,110,19,39,25000,4040588,12233,0,89,2008,579,10000,0.001125619,2
2462,156,98,98,900,26000,8434601,43006,5,460,2001,1000,10000,0.003376857,1
2463,151,84,119,750,807,110000082,111526,7,347,2003,780,10000,0.001050578,2
2464,226,133,235,105,955,51483949,208092,0,806,2003,593,10000,0.000900495,2
2465,65,99,14,633,17000,70163652,31968,0,82,2006,826,663,0.002626445,1
2466,30,100,34,541,10000,3275585,10735,1,88,1993,721,561,0.001725949,2
2467,61,92,15,49,633,11806119,57578,1,210,1988,403,10000,0.000375206,2
2468,167,89,35,436,1000,179982968,146019,0,119,2008,851,10000,0.002176197,2
2469,156,91,2,480,12000,42194060,41259,1,72,2009,10000,10000,0.002701486,2
2470,218,86,9,32,120,12555230,18566,0,154,2011,44,10000,0.000450248,2
2471,140,110,65,149,3000,24848292,80556,1,184,2008,427,10000,0.001425784,2
2472,137,136,835,225,670,51768623,73006,1,297,2000,370,10000,0.001425784,3
2473,119,103,5,874,26000,22466994,72673,0,166,2007,5000,10000,0.002401321,2
2474,164,99,3,490,8000,33472850,67005,3,119,2008,509,10000,0.002326279,2
2475,245,129,98,233,309,139259759,364948,0,2121,2003,269,10000,0.001125619,2
2476,196,100,38,1000,3000,24407944,71202,0,380,2005,1000,10000,0.002101156,1
2477,166,97,17,74,158,32600000,29488,0,326,1984,84,10000,0.000300165,2
2478,138,87,28,217,426,30000000,43485,0,327,1985,359,10000,0.000375206,2
2479,153,202,98,4,304,269061,229012,6,596,1954,8,11000,0.000300165,4
2480,86,104,226,577,13000,69688384,34473,1,139,2000,718,10000,0.003752064,2
2481,181,114,98,281,3000,60874615,60467,0,949,2000,933,10000,0.00292661,2
2482,62,104,23,591,752,6712451,4102,0,89,2001,631,53,0.001125619,1
2483,183,106,287,233,767,148170000,142293,0,245,1984,281,14000,0.001050578,3
2484,150,124,78,4,6,439162,106160,0,430,1988,5,10000,0.000450248,4
2485,29,86,71,385,795,15447,2971,0,85,1997,474,89,0.000750413,1
2486,24,86,11,18,185,13751,813,0,6,2006,62,135,0.000750413,2
2487,539,149,98,20000,34000,233914986,514125,7,752,2014,22000,82000,0.002551403,3
2488,168,102,22,80,10000,1477002,16645,3,72,2015,1000,10000,0.000825454,2
2489,125,123,446,821,20000,47095453,64595,1,316,2001,1000,10000,0.00292661,2
2490,155,116,101,79,889,90567722,185878,1,481,2000,624,10000,0.001876032,2
2491,56,114,65,440,743,12065985,16260,1,88,1998,730,296,0.001800991,1
2492,260,123,98,826,4000,15962471,79892,1,619,2006,887,10000,0.002101156,2
2493,319,121,532,127,480,125069696,203963,0,420,2013,449,58000,0.00120066,3
2494,462,132,475,530,640,73058679,212204,1,738,2012,632,24000,0.000900495,2
2495,6,107,6,375,963,1000000,2215,1,26,1977,750,122,0.000675371,2
2496,62,100,277,210,21000,11900000,11003,0,148,1999,767,654,0.003226775,2
2497,76,90,138,263,373,4542775,18313,2,73,2009,308,985,0.000375206,2
2498,487,94,98,559,13000,45507053,237848,2,377,2012,13000,71000,0.004802641,3
2499,25,93,70,442,692,5694308,13815,0,46,2007,585,446,0.00120066,0
2500,117,88,21,772,1000,104077,46076,2,88,2006,835,11000,0.001050578,3
2501,82,125,98,700,8000,178406268,213476,2,271,1990,995,11000,0.002551403,2
2502,161,125,127,798,6000,1110286,9727,6,65,2009,941,10000,0.001800991,3
2503,105,88,3,40,1000,84300000,90360,0,147,1940,48,10000,0.000300165,3
2504,178,93,45,352,9000,25857987,110614,0,532,2005,460,10000,0.002026114,2
2505,249,119,218,73,13000,121468960,407601,1,849,2002,147,10000,0.003076692,3
2506,197,107,98,577,1000,45506619,225102,3,862,2000,596,16000,0.001951073,3
2507,251,95,571,102,499,7774730,61912,0,352,2006,298,10000,0.000750413,2
2508,86,148,16,489,717,1110186,31943,2,224,2004,517,10000,0.000375206,4
2509,27,107,425,247,742,111936400,87538,1,79,1988,384,10000,0.001951073,2
2510,134,180,869,521,692,51600000,270790,0,549,1984,670,16000,0.001500825,4
2511,109,114,101,398,700,70836296,109445,2,426,2001,655,10000,0.002101156,2
2512,98,110,143,76,155,49413,6919,0,26,2006,96,528,0.000300165,3
2513,235,125,13000,883,12000,66257002,350698,0,816,2003,1000,26000,0.00412727,3
2514,306,116,179,236,15000,90755643,222403,2,453,2010,567,23000,0.002476362,2
2515,127,128,234,581,14000,7221458,20740,0,178,2006,12000,10000,0.003451899,2
2516,11,114,19,842,1000,69700000,7748,2,48,1982,883,10000,0.00060033,2
2517,242,97,482,482,852,52200504,54190,0,183,2015,542,29000,0.000975537,2
2518,52,85,54,455,985,13973532,11211,1,92,2002,637,215,0.00060033,2
2519,47,107,99,581,18000,20550712,40346,1,95,1996,11000,1000,0.004952724,2
2520,108,100,64,296,734,7204138,34809,0,125,2011,574,11000,0.000900495,2
2521,83,89,7,91,3000,57011847,20615,2,44,2013,190,10000,0.001425784,2
2522,195,112,98,383,12000,11204499,38142,0,270,2006,593,10000,0.002101156,2
2523,65,101,3,120,448,12189514,30092,0,129,2004,143,10000,0.000375206,2
2524,50,107,607,602,2000,9795017,9227,0,70,1995,979,422,0.002176197,2
2525,151,104,98,1000,26000,30093107,600996,6,726,2000,11000,27000,0.004202311,4
2526,187,131,218,29,5000,51396781,188887,1,662,2001,35,10000,0.001275702,3
2527,185,120,19,829,8000,23947,357579,0,1100,2004,902,15000,0.001350743,3
2528,318,101,98,598,2000,47000000,157857,0,1191,1978,742,12000,0.002551403,3
2529,422,164,98,773,5000,255108370,354228,0,802,2014,972,65000,0.001050578,3
2530,213,103,608,576,2000,125603360,667983,1,877,1998,617,18000,0.001125619,4
2531,366,150,98,464,894,402076689,323207,0,1439,2009,581,10000,0.002026114,2
2532,59,91,13,292,452,17843379,14904,2,147,1999,442,10000,0.000750413,2
2533,58,100,98,65,828,24741700,37785,2,95,1989,531,2000,0.002176197,3
2534,71,104,275,102,439,3607,22753,4,94,2008,161,10000,0.000375206,2
2535,190,91,27,925,12000,73661010,71137,0,229,2006,970,10000,0.002851568,2
2536,300,107,454,39,65,7757130,307639,1,513,2008,49,32000,0.000450248,3
2537,156,95,34,679,17000,50150619,45580,1,102,2014,995,18000,0.001650908,3
2538,142,116,529,174,442,7156933,14581,0,74,2006,252,348,0.001425784,2
2539,212,119,6000,422,23000,4710455,214091,0,330,2004,713,13000,0.002701486,4
2540,435,128,98,826,4000,36381716,197584,4,918,2011,2000,42000,0.001876032,2
2541,83,106,293,547,773,28873374,22161,11,68,2013,734,10000,0.000450248,1
2542,134,123,108,239,1000,100241322,175524,0,752,1998,264,10000,0.001876032,3
2543,81,91,12000,213,778,154077,6884,0,53,2005,327,238,0.002626445,2
2544,34,104,80,658,8000,12793213,18286,4,73,1988,960,10000,0.003151733,2
2545,440,90,98,428,33000,778565,83234,1,475,2013,1000,30000,0.001951073,2
2546,263,119,124,1000,14000,129995817,154621,0,258,2015,5000,27000,0.002551403,2
2547,248,96,24,113,235,53884821,51204,0,247,2012,119,26000,0.000450248,1
2548,117,136,138,9000,18000,60984028,259519,2,431,1997,14000,11000,0.003752064,3
2549,335,123,98,6,23000,10137502,77394,0,195,2015,22,24000,0.00292661,3
2550,107,99,38,390,3000,12282677,28159,4,96,2015,837,10000,0.001650908,2
2551,314,150,98,748,23000,65007045,128682,0,657,2014,893,51000,0.004052229,2
2552,331,95,464,11000,23000,32391374,376600,43,494,2009,17000,40000,0.002776527,3
2553,202,110,118,1000,13000,22494487,262153,3,507,2006,11000,10000,0.005628095,3
2554,186,94,17,179,607,16235293,19918,0,278,2006,318,10000,0.000525289,1
2555,80,104,54,775,901,139225854,34561,0,116,2002,857,1000,0.000825454,2
2556,169,125,608,579,979,3753806,20307,1,165,2004,594,10000,0.001350743,3
2557,84,53,141,23,141,274661,10564,0,40,2007,125,10000,0.000525289,3
2558,177,92,89,190,17000,55291815,28041,0,111,2016,329,10000,0.001800991,2
2559,107,88,84,1000,1000,219613391,31649,0,98,2009,1000,2000,0.001500825,1
2560,35,84,681,143,239,52850,1656,0,12,2007,172,155,0.000975537,2
2561,70,115,43,775,5000,55973336,57040,1,365,2000,848,10000,0.002101156,2
2562,19,90,48,376,940,15091542,4086,2,22,1996,595,246,0.001425784,2
2563,98,104,19,942,15000,23393765,31323,0,76,2014,989,10000,0.001800991,2
2564,145,88,12,182,730,119420252,33042,0,90,2009,607,10000,0.000525289,2
2565,38,97,101,101,982,15180000,3340,1,50,1971,535,566,0.00060033,2
2566,597,134,98,500,2000,56667870,439176,0,695,2013,660,83000,0.000825454,4
2567,41,99,30,209,480,398420,5049,3,48,2007,257,226,0.000525289,2
2568,98,85,70,848,26000,43905746,77684,1,294,2001,5000,10000,0.002851568,2
2569,46,89,373,27,36,925402,27882,0,130,1997,35,10000,0.000300165,4
2570,245,165,1000,165,309,49551662,102338,0,450,2008,284,10000,0.000750413,2
2571,218,109,101,839,13000,86208010,97045,1,285,2014,899,55000,0.003301816,2
2572,125,93,11000,484,3000,37879996,81888,2,254,2000,575,10000,0.002551403,2
2573,171,156,98,1000,14000,75530832,97047,5,452,1999,2000,10000,0.004202311,2
2574,29,140,133,239,443,3130592,10755,1,69,1987,249,963,0.000825454,3
2575,280,125,3000,3000,14000,81257500,117739,0,229,2015,11000,30000,0.005027765,2
2576,502,146,508,523,34000,424645577,498397,1,706,2013,14000,82000,0.001951073,3
2577,245,101,420,467,12000,72660029,115687,0,269,2014,3000,21000,0.003226775,2
2578,84,115,209,41,569,73000942,74351,1,233,2011,69,62000,0.000975537,0
2579,359,100,108,534,17000,35266619,108248,1,371,2013,2000,39000,0.003076692,2
2580,85,220,98,820,13000,15527125,11388,2,183,2000,861,652,0.002401321,2
2581,234,101,98,721,1000,1163508,20376,1,166,2012,725,15000,0.000750413,2
2582,31,91,9,9,53,287761,2482,1,16,2013,24,10000,0.000300165,3
2583,59,72,5,435,659,28501605,31371,0,166,1990,628,10000,0.00060033,2
2584,24,103,170,269,849,2154540,3803,2,41,1997,623,68,0.000900495,1
2585,108,98,176,15,543,4291965,9334,3,59,2006,113,447,0.001575867,2
2586,279,111,521,64,97,31471430,83374,0,828,2006,68,10000,0.000975537,3
2587,70,91,48,39,61,18438149,30842,8,93,2012,46,10000,0.00120066,2
2588,122,94,187,427,1000,1247453,11202,0,123,2005,887,750,0.001725949,2
2589,703,173,98,19000,26000,623279547,995415,3,1722,2012,21000,123000,0.00292661,4
2590,149,104,20,130,3000,6670712,27301,6,101,2009,591,10000,0.00060033,3
2591,29,93,98,2,58,155984,586,0,9,2009,2,10000,0.000300165,3
2592,132,178,98,403,906,75600000,736638,1,1065,1995,466,17000,0.000675371,4
2593,96,133,521,970,11000,31054924,17025,1,290,1999,1000,295,0.003076692,2
2594,81,97,152,135,674,7282851,9502,1,100,1988,174,812,0.000300165,2
2595,36,125,125,11,60,223878,3548,1,21,2003,29,282,0.000675371,2
2596,230,82,248,196,353,98017,26185,0,170,2010,248,46000,0.000300165,2
2597,229,138,16000,262,616,90135191,338415,0,935,2003,541,12000,0.002626445,3
2598,59,100,65,730,1000,19118247,19829,5,94,2005,923,779,0.001425784,2
2599,222,119,319,179,2000,4440055,21360,0,110,2009,552,10000,0.001050578,2
2600,46,101,6,258,812,14108518,8215,1,95,2003,326,371,0.000825454,2
2601,57,95,293,744,851,128769345,86556,1,99,1996,773,960,0.002101156,2
2602,535,107,141,535,24000,13092000,399138,0,731,2014,970,129000,0.001951073,4
2603,283,117,446,877,10000,76418654,148280,0,348,2010,973,11000,0.003226775,2
2604,45,68,98,253,304,18081626,4180,0,32,2005,286,264,0.000525289,2
2605,261,105,101,157,1000,5776314,73349,4,142,2010,394,15000,0.000675371,3
2606,199,142,98,461,11000,28341469,1689764,0,4144,1994,745,108000,0.003226775,4
2607,106,120,1000,954,29000,46338728,167750,2,506,1996,1000,10000,0.002251238,2
2608,51,98,681,13,94,3799339,8000,1,138,2002,26,661,0.000900495,3
2609,223,112,36,746,10000,64998368,213898,4,250,2012,751,36000,0.000900495,3
2610,111,88,82,329,869,14174654,74945,0,359,2008,624,10000,0.001050578,0
2611,101,99,54,398,748,8712564,16555,0,139,2004,489,817,0.000750413,2
2612,73,101,22,558,918,17655201,4719,1,24,2008,624,851,0.000525289,2
2613,127,94,160,167,550,32003620,79141,1,355,2004,216,2000,0.001050578,2
2614,162,145,79,183,981,34566746,45231,1,315,2000,274,10000,0.001951073,3
2615,104,101,98,764,12000,25407250,54021,0,227,1996,898,10000,0.003752064,2
2616,242,92,135,259,574,1316074,71387,1,228,2011,399,21000,0.000300165,2
2617,15,113,300,787,1000,2832826,1761,2,19,1995,979,174,0.002101156,2
2618,71,78,98,61,262,10018,3228,0,31,2006,163,244,0.000375206,2
2619,280,159,98,521,10000,55637680,227071,1,1500,1999,580,10000,0.002401321,3
2620,46,96,98,902,49000,371081,7479,2,86,2004,1000,857,0.002101156,2
2621,181,131,719,683,16000,20302961,49874,0,450,1995,893,10000,0.001050578,1
2622,118,106,23,418,1000,57887882,35508,2,211,2004,593,10000,0.00120066,2
2623,149,114,98,115,548,6592103,28584,1,232,2002,298,675,0.002026114,2
2624,254,102,98,387,40000,1821983,31089,0,261,2014,3000,20000,0.003451899,2
2625,487,94,11000,183,617,56816662,301149,1,509,2011,204,78000,0.002701486,3
2626,20,120,3,234,984,3773863,4583,1,55,2009,801,10000,0.000450248,3
2627,129,116,415,644,18000,71026631,98899,1,394,2002,669,10000,0.002626445,2
2628,218,103,11,543,2000,80021740,47988,4,154,2015,1000,35000,0.000750413,2
2629,270,97,387,64,6000,7574066,30325,2,96,2014,139,10000,0.001725949,2
2630,184,88,65,681,3000,19316646,52069,3,95,2013,697,10000,0.001350743,2
2631,451,215,98,413,986,107503316,392474,1,1229,2009,745,18000,0.001350743,3
2632,217,133,98,218,7000,109243478,313797,1,546,2005,966,10000,0.002101156,3
2633,259,119,98,639,13000,24006726,139535,8,632,2004,1000,10000,0.002851568,3
2634,83,91,98,65,387,1040879,54478,0,184,1996,96,10000,0.000975537,3
2635,17,83,3,421,16000,126247,24958,0,103,1994,542,321,0.000900495,1
2636,15,106,16,254,602,171988,448,1,16,2000,266,12,0.000450248,2
2637,98,90,176,523,677,72601713,21396,1,155,2006,560,605,0.001125619,2
2638,183,111,98,234,523,4190530,53341,0,185,2014,468,18000,0.000375206,3
2639,11,89,15,660,883,4692814,2870,2,34,1999,826,77,0.001500825,2
2640,169,89,41,847,2000,9639242,16437,0,68,2011,1000,10000,0.001050578,1
2641,111,113,22,148,727,43601508,35718,1,317,2003,171,10000,0.000300165,2
2642,389,137,508,14000,34000,281666058,166137,1,383,2015,22000,38000,0.002626445,2
2643,79,111,17,652,13000,32940507,54316,1,127,1998,969,10000,0.003376857,2
2644,19,84,98,182,11000,27979400,37611,2,72,1993,852,10000,0.001575867,2
2645,336,104,59,202,972,27689474,85688,0,339,2013,407,23000,0.000300165,2
2646,45,94,24,545,834,2800000,4377,3,85,1999,625,309,0.000675371,2
2647,327,127,189,544,20000,85463309,254841,1,426,2011,929,36000,0.002776527,3
2648,275,123,98,648,3000,46978995,111609,0,781,2016,716,89000,0.001650908,3
2649,67,99,32,521,773,81150692,20219,1,100,2002,664,10000,0.001575867,2
2650,152,97,4000,8000,22000,173381405,147597,1,395,2003,11000,21000,0.003902146,2
2651,36,96,197,115,580,39514713,60494,0,132,1993,336,16000,0.000900495,2
2652,237,113,43,452,12000,28031250,88146,0,814,2005,585,10000,0.002101156,2
2653,153,119,98,744,15000,115731542,151812,2,556,1998,793,10000,0.002026114,2
2654,268,98,98,638,8000,41008532,19611,1,103,2016,698,10000,0.002026114,2
2655,22,104,98,498,1000,23031390,4345,9,26,1998,597,575,0.001125619,2
2656,248,102,1000,270,734,11169531,79855,2,235,2008,563,10000,0.000900495,2
2657,159,97,70,625,2000,86049418,245989,4,554,2004,1000,10000,0.002251238,2
2658,158,104,681,159,584,62494975,179500,5,378,2006,227,10000,0.000900495,2
2659,191,109,415,119,982,83906114,104481,2,189,2014,971,16000,0.000975537,2
2660,40,93,148,170,549,7017178,1633,5,17,2013,269,10000,0.00060033,1
2661,115,93,787,0,787,365734,11487,0,226,2003,96,952,0.000825454,1
2662,125,148,644,326,1000,54200000,142448,1,319,1980,809,14000,0.000525289,3
